id,text
p74-l10_20250321-114439,"{""id"": ""p74-l10_20250321-114439"", ""address"": ""Phường 9, Quận 3, Hồ Chí Minh"", ""area"": 35.0, ""price"": 6.5, ""describe"": ""\r\n    Khai trương siêu phẩm phòng đầy đủ nội thất hiện đại ban công thoáng Nguyễn Thông quận 3.\r- Gần ga Sài Gòn, vòng xoay Dân Chủ.\r- Cam kết phòng đẹp như hình 100%.\r- Giờ giấc tự do, ra vào vân tay, không chung chủ.\r- Tòa nhà thang máy tận phòng.\r- Bãi xe rộng rãi.\r- Bảo vệ 24/24.\r- Thuận tiện di chuyển Q1, Q10, Bình Thạnh, Phú Nhuận.\r- Gần nhiều quán ăn, café và cửa hàng tiện lợi.\rLiên hệ ngay: (zalo/sms) để được tư vấn và hỗ trợ tìm phòng miễn phí.\r\n""}"
p74-l11_20250321-114439,"{""id"": ""p74-l11_20250321-114439"", ""address"": ""Phường 9, Quận Gò Vấp, Hồ Chí Minh"", ""area"": 30.0, ""price"": 4.6, ""describe"": ""\r\n    KHAI TRƯƠNG PHÒNG TRỌ CÓ THANG MÁY tại LÊ VĂN THỌ - GÒ VẤP Giá : 4tr6 - 5tr2 ( cửa sổ hoặc bancon ) Lh: Truyển 07777333 ***Hiện số\n""}"
p74-l12_20250321-114439,"{""id"": ""p74-l12_20250321-114439"", ""address"": ""Phường Bình Thuận, Quận 7, Hồ Chí Minh"", ""area"": 22.0, ""price"": 0.7, ""describe"": ""\r\n    Cho thuê phòng trọ ký túc xá dành cho sinh viên và người đi làm, với mức giá hấp dẫn chỉ từ 900,000 VNĐ/tháng (giảm 200,000 VNĐ cho tháng đầu tiên), bao gồm toàn bộ chi phí sinh hoạt. \r- Địa chỉ cơ sở 1: 34 đường 36, phường Tân Quy, Quận 7, cách Lotte Mart chỉ 400 mét. \r- Địa chỉ cơ sở 2: Hẻm 350 Huỳnh Tấn Phát, Quận 7, cách Khu chế xuất Tân Thuận và Đại học Tài Chính Marketing khoảng 500 mét. \r- Diện tích phòng: 22 m2. \r- Vị trí thuận lợi, giao thông thuận tiện, gần nhiều tiện ích như trường học, bệnh viện và trung tâm thương mại.  \rLiên hệ ngay để biết thêm chi tiết về phòng trọ ký túc xá này!\rHotline: 09313135 ***Hiện số – Hoàng Phúc\r\n""}"
p74-l13_20250321-114439,"{""id"": ""p74-l13_20250321-114439"", ""address"": ""Phường 10, Quận Tân Bình, Hồ Chí Minh"", ""area"": 30.0, ""price"": 4.2, ""describe"": ""\r\n     Hot Hot - Ưu Đãi Zá Sốc - Chỉ từ 3  8 - Duplex Gác Cao 1M7 - Ngay Ngã Tư 7 Hiền - Chợ Tân Bình\r————————\rGiá Ưu đãi 4tr2- 4tr4 tuỳ vị trí phòng\rĐ/c : Trần Văn Quang - F10 - Tân Bình\r- Cửa sổ thoáng mát sạch sẽ - An ninh\r- Nội Thấy cơ bản đầy đủ\r- Ra vào vân tay , có bảo vệ\r- ko giới hạn người ở\r\n""}"
p74-l14_20250321-114439,"{""id"": ""p74-l14_20250321-114439"", ""address"": ""Phường 11, Quận 5, Hồ Chí Minh"", ""area"": 40.0, ""price"": 6.0, ""describe"": ""\r\n    Cần cho thuê phòng trọ tại địa chỉ 105/2, Đường Ngô Quyền, Phường 11, Quận 5, TP Hồ Chí Minh với diện tích 40m2, giá thuê chỉ 6 triệu đồng/tháng. \r- Phòng có lối đi cầu thang riêng, không chung chủ, đảm bảo sự riêng tư. \r- Đồng hồ điện nước riêng, giá theo quy định nhà nước, giờ giấc tự do. \r- Hỗ trợ làm thủ tục đăng ký tạm trú dễ dàng. \r- Vị trí thuận lợi, giao thông dễ dàng với các tuyến đường chính như Hồng Bàng, Hùng Vương, Ngô Gia Tự và Nguyễn Trãi, không xảy ra kẹt xe, không ngập nước khi mưa. \r- Gần nhiều tiện ích như chợ Xã Tây, các trường mầm non, cấp 1-2-3 và ĐH Y Dược, nhà văn hóa thiếu nhi, công viên Văn Lang, các bệnh viện lớn như ĐHYD, BV Phạm Ngọc Thạnh và BV Phụ sản Hùng Vương, Parkson Hùng Vương. \r- Nội thất cơ bản bao gồm 01 giường sắt đôi và 01 máy lạnh, nhà trống giao ngay. \r- Ưu tiên hộ gia đình thuê lâu dài.\rLiên hệ ngay để biết thêm thông tin về phòng trọ này! Hotline: 03379983 ***Hiện số – Thanh Thảo Tạ Trần.\r\n""}"
p74-l1_20250321-114439,"{""id"": ""p74-l1_20250321-114439"", ""address"": ""Phường 2, Quận Tân Bình, Hồ Chí Minh"", ""area"": 25.0, ""price"": 4.9, ""describe"": ""\r\n    Cho Thuê 20 Phòng Duplex có gác new 100% . Full nội thất cao cấp *** Vị Trí Đặng Văn Sâm , p2 , Gò Vấp ( ngay sân bay) Diện tích sử dụng : 20-25m2 Bàn giao đầy đủ nội thất như hình. Khoá vân tay, hầm xe , thang máy, an ninh 24/7 , cửa sổ trời. Vv -Cho nuôi thú cưng ( mèo) - Máy lạnh , tủ lạnh, tủ quần áo, kệ bếp, bàn làm việc , vv Giá từ : 4tr9\r\n""}"
p74-l2_20250321-114439,"{""id"": ""p74-l2_20250321-114439"", ""address"": ""Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 16.0, ""price"": 3.0, ""describe"": ""\r\n      3 tr/tháng Đặc điểm nổi bật của phòng trọ này:\r - Diện tích sàn 16m², gác 8m2. \r- Nội thất cơ bản có máy lạnh. \rGần đó có nhiều tiện ích:\r - Cách bến xe bus 169 đi ga Metro 100m\r - Cách chợ Thủ Đức 500m \r- Gần các trường Đại học SPKT, Kiến trúc, Ngân hàng, FPT, Hutech, Cao đẳng nghề Thủ Đức...\r\n""}"
p74-l3_20250321-114439,"{""id"": ""p74-l3_20250321-114439"", ""address"": ""Phường 19, Quận Bình Thạnh, Hồ Chí Minh"", ""area"": 30.0, ""price"": 2.5, ""describe"": ""\r\n    Cho thuê phòng trọ 30m2 tại đường Điện Biên Phủ, thuộc phường 19, quận Bình Thạnh, TP Hồ Chí Minh. Phòng trọ nằm ở vị trí thuận lợi, gần HUTECH, phù hợp cho sinh viên và người đi làm. Các thông tin cụ thể như sau:\r - Loại hình: Cho thuê phòng trọ.\r- Vị trí: Đường Điện Biên Phủ, Phường 19, Quận Bình Thạnh, TP Hồ Chí Minh.\r- Diện tích: 30m2.\r- Mức giá cho thuê: 2,500,000 VNĐ.\r- Tiện nghi: Điện 4k/kw, nước 25k/khối, wifi 50k. Lối đi chung với chủ, giờ giấc tự do.\r Khu vực có hệ thống giao thông thuận tiện, gần trường học, trung tâm thương mại và các dịch vụ tiện ích khác. Đây là cơ hội không thể bỏ qua cho những ai đang tìm kiếm một chỗ ở tiện nghi và giá cả phải chăng.\r Liên hệ ngay để biết thêm chi tiết về phòng trọ này!\rHotline: 07082073 ***Hiện số - Tên chưa cung cấp.\r\n""}"
p74-l4_20250321-114439,"{""id"": ""p74-l4_20250321-114439"", ""address"": ""Phường 2, Quận 8, Hồ Chí Minh"", ""area"": 20.0, ""price"": 2.5, ""describe"": ""\r\n    CHÍNH CHỦ CHO THUÊ :CHO SINH VIÊN THUÊ và NV VP.\rLưu ý: 1 VUI lòng đọc hết thông tin và XEM trước hình ảnh.\r2- KHÔNG trả lời tin nhắn.\r3 -PHỤ HUYNH HOÀN TOÀN YÊN TÂM KHI GỞI CON MÌNH Ở TRỌ NƠI ĐÂY.\rCHÍNH CHỦ\rCho thuê phòng trọ tại 43/20 đường Dạ Nam nằm ngay cầu chữ Y,gần cầu Nguyễn Văn Cừ.Gần các trườg ĐH: CÔNG NGHỆ SAI GÒN;ĐH VĂN LANG Q1 ; Y DƯỢC , ĐH SÀI GÒN ; KHOA HỌC TỰ NHIÊN ; ĐH SƯ PHẠM ;Kinh Tế;;Hoa Sen ;Tài chính Marketing;uốc tế Rmit,Tôn Đức Thắng,,Ngoại Ngữ và Tin Học\r_ Chỉ cách 10\"" đi xe\r_ Đủ các tuyến xe buýt\rDTSD từ 20m2,mới xây dựng 100%,WC trong phòng.\rphòng ốp gạch men toàn bộ.\r_Trong phòng có lầu lửng đúc cao 1m8 .\r_Trần Phòng là sàn bêtông,mỗi phòng đều có cửa sổ mở ra giếng trời,2 cửa chóp mở ra lối đi nên phòng luôn thông thoáng và mát .\rkhu an ninh,gần CA phường,giờ tự,lối đi riêng(ko ở chung chủ),có hệ thống camera giám sát an ninh đầy đủ\r_ Gần đường cái .\r_ Người thuê được sàn lọc kỹ nên rất an toàn cho người và tài sản bên thuê\r_Tuyệt đối yên tĩnh,thích hợp cho nghỉ ngơi học tập\r_Chổ để xe,rộng rãi,anu ninh,Miễn Phí,nơi phơi đồ rộng,cho nấu ăn bằng bếp điện.\rgiá điện;giá nước thấp hơn nơi khác.\rGIÁ PHÒNG\r_Phòng1người: Giá từ 2tr5 đến.3tr\r_Phòng2người: Giá từ 3tr8 đến.4tr\r_Phòng máy lạnh : Giá từ 3tr5 đến 4tr5\rĐẶC BIỆT:có dãy nhà trọ(cửa ra đường)cũng mới xây dựg 100% DTSD 25m2 giá từ 3,5 triệu\rChính chủ cho thuê\r\n""}"
p74-l5_20250321-114439,"{""id"": ""p74-l5_20250321-114439"", ""address"": ""Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"", ""area"": 20.0, ""price"": 2.5, ""describe"": ""\r\n    Nằm ngay Ngã Tư Bốn Xã, thoáng thoải mái\r=> thang máy\r=> cửa ra vào vân tay\r=> cửa sổ hành lang thoáng\rcó các giá 2củ5 2củ7 2củ8\rGiảm 300 khi vào ở liền\r\n""}"
p74-l6_20250321-114439,"{""id"": ""p74-l6_20250321-114439"", ""address"": ""Phường 16, Quận Gò Vấp, Hồ Chí Minh"", ""area"": 30.0, ""price"": 3.6, ""describe"": ""\r\n    Cho thuê nhà trọ với diện tích 30m2 tại hẻm 350/140 Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh. Nhà trọ phù hợp cho người đi làm hoặc sinh viên với tiện nghi đầy đủ. \r- Vị trí: Hẻm 350/140 Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh.\r- Diện tích: 30m2, không gian thoáng đãng và tiện lợi cho sinh hoạt hàng ngày.\r- Giấy tờ pháp lý: Đầy đủ.\r- Mức giá: 3,600,000 VNĐ.\r- Tiện ích/Ưu điểm: Phòng trọ được trang bị đầy đủ tiện nghi, gần các tiện ích như chợ, siêu thị và các dịch vụ khác, thuận tiện cho việc di chuyển và sinh hoạt.\rKhu vực dân cư an ninh, gần các tuyến giao thông chính. \rLiên hệ ngay để biết thêm chi tiết về nhà trọ này! Hotline: 08462556 ***Hiện số – Phạm Ngọc Tuyết Trinh.\r\n""}"
p74-l7_20250321-114439,"{""id"": ""p74-l7_20250321-114439"", ""address"": ""Phường 10, Quận Gò Vấp, Hồ Chí Minh"", ""area"": 20.0, ""price"": 3.5, ""describe"": ""\r\n    Mình đã ở đây 2 năm rồi, phòng sạch sẽ, anh chị chủ dễ thương lắm ạ! Mình hiện tại chuẩn bị đi du học, ngày 3/4/2025 các bạn có thể chuyển tới ở luôn nhé Phòng diện tích 20m2 Điện: 3500/ số Dịch vụ ( Nước, wifi, rác ): 150.000đ Ở tối đa 2 người Nhà ít phòng có 4 phòng nên rất riêng tư không đụng chạm ai.\r\n""}"
p74-l8_20250321-114439,"{""id"": ""p74-l8_20250321-114439"", ""address"": ""Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh"", ""area"": 18.0, ""price"": 2.6, ""describe"": ""\r\n    Phòng trọ mới sạch sẽ, 18m2 có gác, vệ sinh riêng , có sân thượng cực rộng và thoáng mát, lầu 3 , giờ giấc tự do, xe miễn phí tối đa 2 chiếc , vị trí gần ngã 4 thoại Ngọc hầu với âu cơ , cách trường Đh Văn Hiến chỉ 100m . Nhà hàng nam bộ ,siêu thị phù hợp sinh viên và gia đình\r\n""}"
p74-l9_20250321-114439,"{""id"": ""p74-l9_20250321-114439"", ""address"": ""Phường Bình Thuận, Quận 7, Hồ Chí Minh"", ""area"": 40.0, ""price"": 4.5, ""describe"": ""\r\n    Thông tin cho thuê phòng trọ tại quận 7, đường Lý Phục Man. Đây là một lựa chọn tuyệt vời cho những ai cần một không gian sống gần khu vực chiết xuất Tân Thuận, thuận tiện di chuyển đến các quận lân cận như Quận 4 và Quận 1. Phòng trọ với diện tích 40m2, có đầy đủ nội thất và tiện nghi, sẽ mang lại cho bạn sự thoải mái và tiện lợi nhất. \r- Loại hình: Cho thuê phòng trọ.\r- Vị trí: Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh.\r- Diện tích: 40 m2.\r- Mức giá: 4,500,000 VNĐ.\r- Giấy tờ pháp lý: Đầy đủ.\r- Tiện ích nổi bật: Tòa nhà có thang máy, không gian sạch sẽ, an ninh tốt.\rBên cạnh đó, bạn sẽ dễ dàng tiếp cận các tiện ích xung quanh như trường học, bệnh viện và các trung tâm thương mại lớn. Hãy nhanh tay liên hệ để không bỏ lỡ cơ hội thuê phòng trọ này!\rLiên hệ ngay để biết thêm chi tiết về phòng trọ này! Hotline: 09159960 ***Hiện số – Bảo Ngân Hifriendz.\r\n""}"
p75-l10_20250321-114439,"{""id"": ""p75-l10_20250321-114439"", ""address"": ""Phường 4, Quận 6, Hồ Chí Minh"", ""area"": 20.0, ""price"": 2.0, ""describe"": ""\r\n    Cho thuê phòng trọ mới tại 633/12/29 Hồng Bàng, Phường 4, Quận 6, Tp Hồ Chí Minh. Đây là một cơ hội tuyệt vời cho những ai đang tìm kiếm một chỗ ở sạch sẽ và tiện nghi.\r- Diện tích: 20 m2, phòng có cửa sổ thoáng mát.\r- Giá thuê: 2.000.000 VNĐ/tháng.\r- Điện: 3.500 VNĐ/ký, Nước máy: 28.000 VNĐ/khối, Rác: 20.000 VNĐ.\r- Giờ giấc tự do, không giới hạn người ở, miễn phí tiền xe và mạng internet.\r- Không chung chủ, tạo không gian riêng tư và thoải mái.\rLiên hệ ngay để biết thêm chi tiết về phòng trọ này! Hotline: 09067572 ***Hiện số – Nguyễn Nhã Phương.\r\n""}"
p75-l11_20250321-114439,"{""id"": ""p75-l11_20250321-114439"", ""address"": ""Phường 2, Quận Tân Bình, Hồ Chí Minh"", ""area"": 20.0, ""price"": 3.9, ""describe"": ""\r\n    - Toà nhà ngay mặt tiền Bạch Đằng - Có thang máy, giờ giấc tự do, pccc đảm bảo - Full nội thất cơ bản: Máy nước nóng, máy lạnh, tủ lạnh( thêm 300k/th),kệ bếp.. - Có máy giặt chung, sân phơi chung trên sân thượng - Có view ghế đá ngồi cực chill\rCall/Zalo gặp Đình Thiện HF để được hỗ trợ và tư vấn xem phòng khu vực TP HCM\r\n""}"
p75-l12_20250321-114439,"{""id"": ""p75-l12_20250321-114439"", ""address"": ""Phường Cát Lái, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 25.0, ""price"": 4.3, ""describe"": ""\r\n    Cần cho thuê phòng trọ cao cấp tại Cát Lái, Quận 2, TP Thủ Đức. Chỉ còn 2 phòng duy nhất, giá 4,3 triệu/tháng cho 2 đến 3 người ở thoải mái. \r- Diện tích: 25m2, có ban công lớn mặt trước. \r- Tiện ích nổi bật: Thang máy tận phòng, máy lạnh và tủ lạnh mới tiết kiệm điện.\r- Khu vực an ninh 24/24, khóa vân tay bảo mật, camera giám sát. \r- Hầm để xe rộng rãi, giờ giấc tự do không chung chủ. \r- Vị trí thuận tiện gần cảng Cát Lái, 10-20 phút tới quận 1, Bình Thạnh, Q.7, Q.9. \r- Điểm mạnh: Gần trường cấp 1, 2, 3, đường lớn không kẹt xe, không ngập nước, khu dân cư cao cấp.\rLiên hệ ngay để biết thêm chi tiết về phòng trọ này! \rHotline: 0948 897 ***Hiện số – Phạm Văn Nam\r\n""}"
p75-l13_20250321-114439,"{""id"": ""p75-l13_20250321-114439"", ""address"": ""Phường 25, Quận Bình Thạnh, Hồ Chí Minh"", ""area"": 35.0, ""price"": 5.9, ""describe"": ""\r\n     PHÒNG NGỦ 35m2 FULL NỘI THẤT - THOÁNG MÁT FULL ÁNH SÁNG TỰ NHIÊN NGAY ĐẠI HỌC DƯỜNG ĐIỆN BIÊN PHỦ  Địa chỉ: Điện Biên Phủ, phường 25, Bình Thạnh  Ưu điểm căn hộ: + Căn hộ đầy đủ nội như hình Ở được 2 người, FREE XE, WIFI + Dạng 1 phòng ngủ, 1 wc + Vị trí thuận lợi di chuyển các quận lân cận ( Bình Thạnh, Q1, Q3, ....) + Điện, nước, phí sinh hoạt cạnh tranh ☘️Bên cạnh đó em cũng đang còn rất nhiêu dạng phòng, với nhiều tầm giá khác nhau. Cứ nhắn em để được hỗ trợ TƯ VẤN ạ.\r\n""}"
p75-l14_20250321-114439,"{""id"": ""p75-l14_20250321-114439"", ""address"": ""Phường An Lạc, Quận Bình Tân, Hồ Chí Minh"", ""area"": 25.0, ""price"": 2.8, ""describe"": ""\r\n    Vị trí: Khu Sinco, Kinh Dương Vương, Khu Tên Lửa, Bến xe miền tây, Aeon Bình Tân Toà nhà chung cư, có thang máy, bảo vệ, hầm xe, máy hút mùi, không chung chủ... \rGiờ giấc tự do, cửa thẻ từ Thuận tiện qua Khu Tên Lửa, Q6, Q5 An ninh, sạch sẽ, đầy đủ tiện ích \rLiên hệ ngay sđt/zalo bên dưới để được tư vấn và hỗ trợ\r\n""}"
p75-l3_20250321-114439,"{""id"": ""p75-l3_20250321-114439"", ""address"": ""Phường Thới An, Quận 12, Hồ Chí Minh"", ""area"": 16.0, ""price"": 2.4, ""describe"": ""\r\n    - Khu trọ nằm ngay trên trục đường Lê Văn Khương gần Mega Market Q12, các tuyến đường lớn: Quốc lộ 1A, Lê Đức Thọ.\r- Giờ giấc tự do, không chung chủ.\r- Vệ sinh sạch sẽ,..\r- Có nhiều mức giá và diện tích.\r\n""}"
p75-l4_20250321-114439,"{""id"": ""p75-l4_20250321-114439"", ""address"": ""Phường Phước Long B, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 25.0, ""price"": 3.9, ""describe"": ""\r\n    - Dạng phòng có gác:\r Phòng 1 ban công: 23m² - 3tr7.\r Phòng 2 ban công: 25m² - 3tr9.\r - Chính chủ, không quy định giờ giấc.\r - Căn hộ cách trường ĐH Tài chính Marketing 500m thuận tiện cho các bạn sinh viên.\r - Gần ĐH Hutech, FPT, khu công nghệ cao.\r - Ngoài ra còn gần các tuyến đường lớn như Lã Xuân Oai, Võ Chí Công, Nguyễn Duy Trinh tiện di chuyển sang các quận lân cận Thủ Đức, Q2.\r - Sử dụng cổng vân tay hiện đại, nhà xe riêng, camera 24/24 an ninh.\r Địa chỉ: 32/40 Võ Văn Hát, phường Long Trường, Quận 9 (cũ).\r\n""}"
p75-l5_20250321-114439,"{""id"": ""p75-l5_20250321-114439"", ""address"": ""Phường Thới An, Quận 12, Hồ Chí Minh"", ""area"": 25.0, ""price"": 2.7, ""describe"": ""\r\n    Phòng trọ đường lê văn khương\rFull nội thất như hình.\rMới rộng thoáng cửa sổ trời.\rKhu an ninh cao cửa vân tay h tự do.\rHỗ trợ tư vấn xem phòng miển phí\r\n""}"
p75-l6_20250321-114439,"{""id"": ""p75-l6_20250321-114439"", ""address"": ""Phường Trường Thạnh, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 20.0, ""price"": 1.8, ""describe"": ""\r\n    Cho thuê phòng trọ 20m giá 1.8tr đường Trường Lưu -KĐT Đông Tăng LonG phòng thoáng mát, sạch sẽ trong khu đông tăng long, một nhà chỉ có 8 phòng nên rât yên tĩnh và an ninh. thích hợp cho sinh viên và người đi làm\r\n""}"
p75-l7_20250321-114439,"{""id"": ""p75-l7_20250321-114439"", ""address"": ""Phường 14, Quận 10, Hồ Chí Minh"", ""area"": 35.0, ""price"": 6.5, ""describe"": ""\r\n    Căn hộ gác cao cấp 35m2, cho ở 4ng 4 xe có máy giặt riêng thang máy hầm xe gần ĐH Hoa Sen Q10 ---- 163 Thành Thái, Quận 10 (gần Big C Miền Đông, Vạn Hạnh Mall, các trường ĐH Bách Khoa, Y Khoa, ). Căn hộ full nội thất - có gác. Có thang máy, hầm xe. Giờ giấc tự do thoải mái, không chung chủ. Ra vào vân tay, khu vực an ninh. Xung quanh đầy đủ tiện nghi. Điện 4k nc 100k dvu 150k xe 100k Liên hệ Nhất Hoàng: ***( zalo/call).\r\n""}"
p75-l8_20250321-114439,"{""id"": ""p75-l8_20250321-114439"", ""address"": ""Phường 13, Quận Tân Bình, Hồ Chí Minh"", ""area"": 20.0, ""price"": 2.6, ""describe"": ""\r\n    CHO THUÊ PHÒNG VIP TỰ DO GIỜ GIẤC,KHÔNG CHUNG CHỦ:\r LƯU Ý: NHÀ KHÔNG CHO NUÔI ĐỘNG VẬT; KHÔNG ĐỂ XE ĐIỆN\r - Gần các trường đại (ĐH Văn Hiến, Hồng Bàng, Tài nguyên môi trường, Tài chính Marketing, dân lập Hồng Bàng)\r- Chỉ 2 phút ra tới chợ NHẤT CHI MAI giúp bạn luôn mua được thực phẩm tươi ngon.\r- Rất gần các cửa hàng tiện ích như ministop, shopgo,K....\r  *****TIỆN NGHI:\r- Phòng diện tích từ 20m2 trên lầu THOÁNG MÁT\r- Có toilet RIÊNG trong phòng đảm bảo cho bạn sự RIÊNG TƯ\r- Có gác xép giúp bạn để được NHIỀU ĐỒ,tăng diện tích phòng.\r- Có BAN CÔNG, CỬA SỔ, hành lang rộng rãi THOÁNG MÁT\r- Sân thượng phơi đồ\r- Có Internet cáp quang Viettel, Wifi tốc độ CAO giúp bạn luôn LUÔN KẾT NỐI với thế giới bên ngoài qua công nghệ số nhé.\r- Có chỗ để xe ngay trong nhà Với hệ thống CAMERA quan sát, BẢO VỆ 24/24 để bạn và tài sản luôn AN TOÀN NHẤT.\r- Thời gian đi lại THOẢI MÁI, KHÔNG CHUNG CHỦ,tự do tiếp bạn bè\r *****Vị trí:\r- Địa chỉ: 622/8 Cộng Hoà, Phường 13, TÂN BÌNH, TP. HCM.\r- Gần ngã tư TÂN KỲ TÂN QUÝ VÀ LÊ TẤN QUỐC\r- Chỉ 5 phút để qua Phú Nhuận, Tân PHÚ,Gò Vấp, Bình Tân\r- Đối diện Etown\r- Đường 4m, thông NHẤT CHI MAI thuận tiện đi lại\r $$$: Giá chỉ: 2.6tr đến 3,5tr/THÁNG\r+++ MIỄN PHÍ: CÁC DỊCH VỤ: THANG MÁY, MÁY GIẶT, PHÍ ĐỂ XE KHÁCH TỚI CHƠI,AN NINH QUỐC PHÒNG\r++ ĐIỆN: 3.800đ/số\r++ NƯỚC: 75.000/NGƯỜI/THÁNG\r++ ĐỂ XE: 125.000/XE/THÁNG\r++ NET: 60.000/ NGƯỜI\r***Alo Gọi ngay đừng ngại, coi phòng miễn phí nhé\r\n""}"
p75-l9_20250321-114439,"{""id"": ""p75-l9_20250321-114439"", ""address"": ""Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 50.0, ""price"": 4.5, ""describe"": ""\r\n    Biêt thự Pháp giá chỉ 4trieu5/phong . Tai 61 đường 50 HBP, Thủ Đức. Tọa lạc trong khu biêt thự sunlake thuộc khu đô thị Vạn Phuc\r-Là khu biêt thự nghĩ dưỡng đẳng cấp nhât sai gon giáp sông hiên nay với đầy đủ tiện ich như hồ bơi, công viên với cây xanh rợp bóng mát. Rất phù hop cho nghĩ dưỡng, tâp thể duc...\r-  Vị trí: Trung tâm. Giáp Bình Thạnh và Gò Vấp. Cách Q1 15 phút.\r- Phòng rông 25 - 50 met vuông, có cửa sổ ban công riêng, với đầy đủ tiện nghi cao cấp bậc nhất vào mê ngay. Chỉ xách vali vào ở. Giá thuê : 4trieu5/phong\r\n""}"
p76-l0_20250321-114439,"{""id"": ""p76-l0_20250321-114439"", ""address"": ""Phường 3, Quận Bình Thạnh, Hồ Chí Minh"", ""area"": 35.0, ""price"": 6.4, ""describe"": ""\r\n     PHÒNG NGỦ 35m2 FULL NỘI THẤT - THOÁNG MÁT FULL ÁNH SÁNG TỰ NHIÊN NGAY ĐẠI HỌC DƯỜNG D5  Địa chỉ: D5, phường 25, Bình Thạnh  Ưu điểm căn hộ: \r+ Căn hộ đầy đủ nội như hình Ở được 2 người, FREE XE, WIFI \r+ Dạng 1 phòng ngủ, 1 wc \r+ Vị trí thuận lợi di chuyển các quận lân cận ( Bình Thạnh, Q1, Q3, ....) \r+ Điện, nước, phí sinh hoạt cạnh tranh \rBên cạnh đó em cũng đang còn rất nhiêu dạng phòng, với nhiều tầm giá khác nhau. Cứ nhắn em để được hỗ trợ TƯ VẤN ạ.\r\n""}"
p76-l10_20250321-114439,"{""id"": ""p76-l10_20250321-114439"", ""address"": ""Phường 2, Quận Phú Nhuận, Hồ Chí Minh"", ""area"": 25.0, ""price"": 3.5, ""describe"": ""\r\n    Cho thuê phòng trọ tại địa chỉ 59 Phùng Văn Cung, Phường 2, Quận Phú Nhuận, Tp.HCM. Phòng được thiết kế thông thoáng, yên tĩnh và sạch sẽ, rất phù hợp cho các bạn nữ sinh viên hoặc người đi làm. Diện tích phòng là 25m2 với mức giá 3,5 triệu VNĐ. Phòng có tiện ích đầy đủ như ban công, máy lạnh, toilet riêng và sử dụng máy giặt chung. Đặc biệt, có chỗ để xe an toàn, giờ giấc tự do. Dễ dàng di chuyển đến siêu thị, trường học và bệnh viện trong khu vực, tạo điều kiện thuận lợi cho cuộc sống hàng ngày.\r Liên hệ ngay để biết thêm chi tiết về phòng trọ này! Hotline: 09387128 ***Hiện số – Mai Nguyễn Hoàng Yến\r\n""}"
p76-l11_20250321-114439,"{""id"": ""p76-l11_20250321-114439"", ""address"": ""Phường 3, Quận Gò Vấp, Hồ Chí Minh"", ""area"": 15.0, ""price"": 4.0, ""describe"": ""\r\n    Cho thuê phòng duplex mới tại 61 đường số 2, Phường 3, Gò Vấp, Hồ Chí Minh, gần các tiện ích như trung tâm mua sắm, trường học. Phòng được thiết kế hiện đại với thang máy và tầng hầm để xe, tạo sự thuận tiện cho cuộc sống hàng ngày. \r- Vị trí: 61 đường số 2, Phường 3, Gò Vấp, Hồ Chí Minh.\r- Diện tích: 15 m2.\r- Mức giá: 4,000,000 VNĐ.\r- Tiện ích: Giờ giấc tự do, lối đi riêng, ra vào bằng vân tay, không thu phí wifi, phí rác hay dịch vụ. Trên lầu có máy giặt, máy lọc nước nóng lạnh và chỗ phơi đồ sử dụng chung.\r- Cọc 1 tháng, hợp đồng từ 6 đến 12 tháng. Điện 3.5k, nước 100k/người, xe 100k/chiếc.\rLiên hệ ngay để biết thêm chi tiết về phòng duplex này! Hotline: 03991739 ***Hiện số – Thanh Le.\r\n""}"
